ORF,Gene,Ch,Mean,sd,Mean,sd,3153A,p.paired,3153A,sd,start,end,strand,
orf19.4574,,4,133.4 ,0.094 ,177.2 ,0.094 ,1.3 ,0.241623576,1.1 ,0.094 ,431876,430206,C,
orf19.4573,ZCF26,4,92.6 ,0.082 ,113.6 ,0.082 ,1.2 ,0.149818436,1.0 ,0.082 ,434656,432164,C,
orf19.4571,,4,35.3 ,0.112 ,58.7 ,0.112 ,1.0 ,0.033853496,1.0 ,0.112 ,436868,435219,C,
orf19.4570,,4,378.7 ,0.170 ,337.4 ,0.170 ,0.9 ,0.692536432,1.0 ,0.170 ,437692,437252,C,
orf19.4569,,4,251.5 ,0.110 ,258.8 ,0.110 ,1.0 ,0.831659008,1.0 ,0.110 ,437980,438774,W,
orf19.4568,ZCF25,4,0.0 ,0.047 ,0.1 ,0.047 ,1.0 ,0.363217468,1.0 ,0.047 ,441248,438831,C,
orf19.4567,,4,146.1 ,0.088 ,87.3 ,0.088 ,0.6 ,0.183879432,1.0 ,0.088 ,443019,442108,C,
orf19.4566,,4,7.3 ,0.179 ,9.2 ,0.179 ,1.0 ,0.691938236,1.1 ,0.179 ,444363,443782,C,
orf19.4565,BGL2,4,11862.5 ,0.031 ,9575.5 ,0.031 ,0.8 ,0.206909643,1.0 ,0.031 ,445653,444727,C,
orf19.4563,,4,1027.5 ,0.051 ,947.1 ,0.051 ,0.9 ,0.392568038,1.0 ,0.051 ,447495,446380,C,
orf19.4560,BFR1,4,2160.6 ,0.056 ,2137.2 ,0.056 ,1.0 ,0.938198699,1.0 ,0.056 ,449240,447852,C,
orf19.2775,IDI1,4,815.0 ,0.060 ,987.9 ,0.060 ,1.2 ,0.26474951,1.0 ,0.060 ,450184,451038,W,
orf19.2774,LAB5,4,4724.1 ,0.096 ,3488.8 ,0.096 ,0.7 ,0.039037082,1.0 ,0.096 ,451524,452684,W,
orf19.2772,HOS3,4,1557.6 ,0.041 ,1570.3 ,0.041 ,1.0 ,0.909770969,1.0 ,0.041 ,453560,455701,W,
orf19.2771,BEM3,4,777.5 ,0.057 ,741.7 ,0.057 ,1.0 ,0.997664717,1.0 ,0.057 ,457313,460738,W,
orf19.2770.1,SOD1,4,646.9 ,0.054 ,868.0 ,0.054 ,1.3 ,0.453924347,1.0 ,0.054 ,461741,461032,C,
orf19.2770,,4,17579.4 ,0.091 ,23348.9 ,0.091 ,1.3 ,0.013464884,1.0 ,0.091 ,463139,462681,C,
orf19.2769,,4,12400.8 ,0.023 ,22632.8 ,0.023 ,1.8 ,0.072787248,1.0 ,0.023 ,463682,464065,W,
orf19.2768,AMS1,4,1812.8 ,0.049 ,2085.4 ,0.049 ,1.2 ,0.213157648,1.0 ,0.049 ,464968,468435,W,
orf19.2767,PGA59,4,61007.5 ,0.102 ,37759.5 ,0.102 ,0.6 ,0.059621522,1.0 ,0.102 ,471464,471123,C,
orf19.2766,,4,10.2 ,0.051 ,8.6 ,0.051 ,1.0 ,0.688409699,1.0 ,0.051 ,479521,479829,W,
orf19.2765,PGA62,4,64447.8 ,0.052 ,44050.3 ,0.052 ,0.7 ,0.049343342,1.0 ,0.052 ,480635,481276,W,
orf19.2763,,4,348.2 ,0.054 ,351.8 ,0.054 ,1.0 ,0.377607736,1.0 ,0.054 ,485641,483227,C,
orf19.2762,AHP1,4,25546.7 ,0.058 ,21405.8 ,0.058 ,0.8 ,0.791458381,1.0 ,0.058 ,486718,486188,C,
orf19.2761,,4,166.5 ,0.095 ,210.8 ,0.095 ,1.3 ,0.722049738,1.0 ,0.095 ,488449,487652,C,
orf19.2760,,4,384.6 ,0.047 ,245.6 ,0.047 ,0.6 ,0.173833081,1.0 ,0.047 ,489039,493301,W,
orf19.2758,PGA38,4,5592.9 ,0.033 ,5403.0 ,0.033 ,1.0 ,0.245753199,1.0 ,0.033 ,495160,493613,C,
orf19.2757,,4,285.5 ,0.060 ,273.3 ,0.060 ,1.0 ,0.502241661,1.0 ,0.060 ,496267,497265,W,
orf19.2756,,4,539.6 ,0.100 ,688.4 ,0.100 ,1.3 ,0.376958036,1.0 ,0.100 ,497593,498231,W,
orf19.2755,,4,4779.8 ,0.051 ,6938.1 ,0.051 ,1.5 ,0.103606662,1.0 ,0.051 ,499171,498434,C,
orf19.2754,,4,43.3 ,0.144 ,95.5 ,0.144 ,1.0 ,0.076038524,0.9 ,0.144 ,500130,499801,C,
orf19.2753,ZCF15,4,357.4 ,0.041 ,273.0 ,0.041 ,0.8 ,0.039493615,1.0 ,0.041 ,501568,504402,W,
orf19.2752,ADR1,4,887.8 ,0.060 ,587.7 ,0.060 ,0.7 ,0.131333849,1.0 ,0.060 ,508877,504621,C,
orf19.2751,,4,342.3 ,0.058 ,404.5 ,0.058 ,1.2 ,0.113937206,1.0 ,0.058 ,512530,514077,W,
orf19.2749,,4,211.5 ,0.071 ,132.4 ,0.071 ,0.6 ,0.021003533,1.0 ,0.071 ,515620,514148,C,
orf19.2748,ARG83,4,39.6 ,0.040 ,23.3 ,0.040 ,1.0 ,0.194528557,1.0 ,0.040 ,517410,520334,W,
orf19.2747,RGT1,4,24.2 ,0.041 ,23.0 ,0.041 ,1.0 ,0.373805445,1.0 ,0.041 ,523970,527059,W,
orf19.2746,,4,1010.3 ,0.051 ,895.5 ,0.051 ,0.9 ,0.367169329,1.0 ,0.051 ,529387,527495,C,
orf19.2745,UME7,4,128.9 ,0.102 ,53.2 ,0.102 ,0.4 ,0.749393543,1.0 ,0.102 ,531366,529990,C,
orf19.2743,,4,1113.3 ,0.291 ,1182.2 ,0.291 ,1.1 ,0.760486348,1.1 ,0.291 ,533641,531821,C,
orf19.2742,,4,645.8 ,0.138 ,1017.1 ,0.138 ,1.6 ,0.131269411,1.1 ,0.138 ,534009,534347,W,
orf19.2740,,4,142.2 ,0.068 ,156.5 ,0.068 ,1.1 ,0.546088874,1.1 ,0.068 ,536699,534369,C,
orf19.2739,,4,641.2 ,0.058 ,558.2 ,0.058 ,0.9 ,0.18400384,1.0 ,0.058 ,538698,536980,C,
orf19.2738,SUL2,4,2132.5 ,0.057 ,1856.2 ,0.057 ,0.9 ,0.711148952,1.0 ,0.057 ,541600,539120,C,
orf19.2737,,4,3165.8 ,0.107 ,3953.7 ,0.107 ,1.2 ,0.162874792,1.0 ,0.107 ,546002,543774,C,
orf19.2736,,4,904.7 ,0.052 ,1006.2 ,0.052 ,1.1 ,0.970767819,1.0 ,0.052 ,547581,547141,C,
orf19.2735,SEN2,4,528.1 ,0.050 ,734.8 ,0.050 ,1.4 ,0.026291599,1.0 ,0.050 ,549178,548009,C,
orf19.2734,,4,180.3 ,0.067 ,161.0 ,0.067 ,0.9 ,0.610862302,1.0 ,0.067 ,550364,551371,W,
orf19.2733,,4,237.0 ,0.060 ,269.9 ,0.060 ,1.1 ,0.527614833,1.0 ,0.060 ,551637,553190,W,
orf19.2731,,4,338.7 ,0.123 ,365.8 ,0.123 ,1.1 ,0.521137507,1.1 ,0.123 ,553566,553228,C,
orf19.2730,,4,424.2 ,0.298 ,410.0 ,0.298 ,1.0 ,0.810590153,1.1 ,0.298 ,553938,555758,W,
orf19.2728,,4,59.9 ,0.046 ,65.6 ,0.046 ,1.0 ,0.735970812,1.0 ,0.046 ,555926,557695,W,
orf19.2727,GRX3,4,649.4 ,0.082 ,784.7 ,0.082 ,1.2 ,0.275478739,1.0 ,0.082 ,558606,557845,C,
orf19.2726,,4,6880.5 ,0.086 ,5279.4 ,0.086 ,0.8 ,0.064446401,1.0 ,0.086 ,559897,558959,C,
orf19.2725,,4,258.0 ,0.062 ,294.3 ,0.062 ,1.1 ,0.266671958,1.0 ,0.062 ,567228,566926,C,
orf19.2724,,4,2191.4 ,0.038 ,1744.2 ,0.038 ,0.8 ,0.024511168,1.0 ,0.038 ,571922,573418,W,
orf19.2723,HIT1,4,78.1 ,0.061 ,81.7 ,0.061 ,1.0 ,0.284425681,1.1 ,0.061 ,577406,577852,W,
orf19.2722,CGR1,4,335.8 ,0.021 ,389.6 ,0.021 ,1.2 ,0.488974725,1.0 ,0.021 ,579236,578214,C,
orf19.2721,,4,249.8 ,0.047 ,303.2 ,0.047 ,1.2 ,0.086345556,1.0 ,0.047 ,580529,579492,C,
orf19.2720,,4,865.3 ,0.051 ,1023.0 ,0.051 ,1.2 ,0.14922536,1.0 ,0.051 ,580782,582416,W,
orf19.2717,SAS10,4,336.4 ,0.043 ,303.8 ,0.043 ,0.9 ,0.289456631,1.0 ,0.043 ,584201,582507,C,
orf19.2715,RPC53,4,498.8 ,0.160 ,440.8 ,0.160 ,0.9 ,0.328682609,1.1 ,0.160 ,584483,585841,W,
orf19.2713,,4,0.0 ,0.077 ,0.0 ,0.077 ,1.0 ,NA,1.0 ,0.077 ,586425,588897,W,
orf19.2712,HCA4,4,624.2 ,0.104 ,412.8 ,0.104 ,0.7 ,0.114092296,1.1 ,0.104 ,591191,588894,C,
orf19.2711.1,,4,1184.4 ,0.063 ,817.6 ,0.063 ,0.7 ,0.553880003,1.0 ,0.063 ,592276,591485,C,
orf19.2711,,4,564.5 ,0.097 ,600.2 ,0.097 ,1.1 ,0.313876222,1.1 ,0.097 ,592522,594915,W,
orf19.2710,,4,1994.0 ,0.120 ,2104.1 ,0.120 ,1.1 ,0.073199666,1.1 ,0.120 ,595271,595915,W,
orf19.2709,ZUO1,4,3633.8 ,0.081 ,4537.4 ,0.081 ,1.2 ,0.247173648,1.0 ,0.081 ,597368,596085,C,
orf19.2708,,4,140.1 ,0.055 ,233.6 ,0.055 ,1.7 ,0.753561913,1.0 ,0.055 ,598349,597582,C,
orf19.2707.1,QCR9,4,10569.6 ,0.049 ,13716.3 ,0.049 ,1.3 ,0.01994405,1.0 ,0.049 ,598959,598762,C,
orf19.2706,CRH11,4,180.4 ,0.073 ,301.6 ,0.073 ,1.7 ,0.111933228,1.0 ,0.073 ,600732,599371,C,
orf19.2704,,4,103.8 ,0.189 ,119.3 ,0.189 ,1.1 ,0.259710245,1.0 ,0.189 ,602846,603166,W,
orf19.2703,,4,313.4 ,0.150 ,363.5 ,0.150 ,1.2 ,0.821181596,1.1 ,0.150 ,603321,604889,W,
orf19.2701,,4,970.6 ,0.084 ,1518.8 ,0.084 ,1.6 ,0.13491416,1.0 ,0.084 ,605540,606058,W,
orf19.2699,ABP1,4,3685.5 ,0.171 ,3964.8 ,0.171 ,1.1 ,0.412918178,1.1 ,0.171 ,606596,608542,W,
orf19.2698,,4,1024.2 ,0.078 ,1584.6 ,0.078 ,1.5 ,0.142115315,1.0 ,0.078 ,609084,608758,C,
orf19.2697,,4,850.6 ,0.110 ,664.1 ,0.110 ,0.8 ,0.361742763,1.0 ,0.110 ,609473,615169,W,
orf19.2695,UBR1,4,308.3 ,0.120 ,410.7 ,0.120 ,1.3 ,0.209089121,1.1 ,0.120 ,620665,615302,C,
orf19.2694,TYS1,4,3500.1 ,0.048 ,4163.7 ,0.048 ,1.2 ,0.482940776,1.1 ,0.048 ,621567,622796,W,
orf19.2693,GST2,4,4035.8 ,0.077 ,6031.9 ,0.077 ,1.5 ,0.026816962,1.0 ,0.077 ,623611,622952,C,
orf19.2691,,4,448.3 ,0.094 ,442.1 ,0.094 ,1.0 ,0.885053531,1.0 ,0.094 ,625096,624374,C,
orf19.2690,,4,510.0 ,0.069 ,475.3 ,0.069 ,0.9 ,0.066913161,1.0 ,0.069 ,627864,630557,W,
orf19.2688,NAN1,4,292.2 ,0.035 ,277.0 ,0.035 ,0.9 ,0.891568128,1.0 ,0.035 ,633200,630681,C,
orf19.2687.1,,4,1421.1 ,0.084 ,1818.9 ,0.084 ,1.3 ,0.178835726,1.0 ,0.084 ,633514,633732,W,
orf19.2686,,4,3817.1 ,0.061 ,3153.6 ,0.061 ,0.8 ,0.340661092,1.0 ,0.061 ,635720,633978,C,
orf19.2685,PGA54,4,1828.7 ,0.078 ,1556.0 ,0.078 ,0.9 ,0.02083141,1.0 ,0.078 ,639770,640798,W,
orf19.2684,,4,356.4 ,0.056 ,267.9 ,0.056 ,0.8 ,0.200649028,1.0 ,0.056 ,641845,644280,W,
orf19.2682,,4,555.5 ,0.062 ,557.1 ,0.062 ,1.0 ,0.61279396,0.9 ,0.062 ,644984,645811,W,
orf19.2681,RBT7,4,54.3 ,0.127 ,57.7 ,0.127 ,1.0 ,0.407745702,1.1 ,0.127 ,646919,647896,W,
orf19.2680,,4,725.6 ,0.073 ,571.1 ,0.073 ,0.8 ,0.090677934,1.1 ,0.073 ,649268,654511,W,
orf19.2678,BUB1,4,892.7 ,0.123 ,444.0 ,0.123 ,0.5 ,0.038098627,1.1 ,0.123 ,657311,654609,C,
orf19.2677,,4,604.8 ,0.139 ,587.5 ,0.139 ,1.0 ,0.811273096,1.1 ,0.139 ,657654,659519,W,
orf19.2676,,4,146.6 ,0.060 ,240.0 ,0.060 ,1.6 ,0.039000654,1.0 ,0.060 ,660489,659593,C,
orf19.2675,,4,1004.6 ,0.063 ,829.6 ,0.063 ,0.8 ,0.368473651,1.0 ,0.063 ,660680,663964,W,
orf19.2674,,4,183.0 ,0.061 ,137.2 ,0.061 ,0.8 ,0.211266549,1.1 ,0.061 ,665139,664111,C,
orf19.2673,,4,340.7 ,0.047 ,249.1 ,0.047 ,0.7 ,0.191716105,1.0 ,0.047 ,665708,666727,W,
orf19.2672,NCP1,4,1804.0 ,0.101 ,1975.0 ,0.101 ,1.1 ,0.255365716,1.1 ,0.101 ,668328,670370,W,
orf19.2671,,4,447.8 ,0.140 ,241.3 ,0.140 ,0.5 ,0.003249668,1.0 ,0.140 ,671384,672727,W,
orf19.2670,,4,436.3 ,0.032 ,601.6 ,0.032 ,1.4 ,0.058898917,1.0 ,0.032 ,673769,672894,C,
orf19.2669,,4,242.1 ,0.350 ,212.4 ,0.350 ,0.9 ,0.972416677,1.3 ,0.350 ,678707,674364,C,
orf19.2668,RHD2,4,11.6 ,0.418 ,44.9 ,0.418 ,1.0 ,0.076165247,1.3 ,0.418 ,680277,679360,C,
orf19.2667,RPF1,4,1002.1 ,0.090 ,1314.3 ,0.090 ,1.3 ,0.00029674,1.0 ,0.090 ,680960,681850,W,
orf19.2665,MSN5,4,405.6 ,0.112 ,405.8 ,0.112 ,1.0 ,0.821864765,1.0 ,0.112 ,682600,686337,W,
orf19.2664,,4,1019.2 ,0.105 ,736.5 ,0.105 ,0.7 ,0.105833426,1.0 ,0.105 ,686742,689441,W,
orf19.1440,,4,331.1 ,0.062 ,468.5 ,0.062 ,1.4 ,0.02073899,1.0 ,0.062 ,697817,698932,W,
orf19.1439,IPK1,4,378.1 ,0.069 ,362.6 ,0.069 ,1.0 ,0.41587036,1.0 ,0.069 ,699814,700899,W,
orf19.1438,,4,613.9 ,0.046 ,387.8 ,0.046 ,0.6 ,0.048957298,1.0 ,0.046 ,702384,701161,C,
orf19.3362,,4,172.4 ,0.120 ,94.6 ,0.120 ,0.5 ,0.047658275,1.0 ,0.120 ,704120,702777,C,
orf19.3363,VTC4,4,1764.3 ,0.063 ,2459.8 ,0.063 ,1.4 ,0.14481288,1.0 ,0.063 ,706651,704522,C,
orf19.3364,,4,2069.5 ,0.067 ,2702.3 ,0.067 ,1.3 ,0.253716937,1.0 ,0.067 ,707956,707498,C,
orf19.3365,DAO2,4,246.4 ,0.065 ,232.1 ,0.065 ,0.9 ,0.397503363,1.0 ,0.065 ,709745,708588,C,
orf19.3366,CSH3,4,1355.0 ,0.058 ,1977.2 ,0.058 ,1.5 ,0.233952592,1.0 ,0.058 ,710542,711252,W,
orf19.3366.1,,4,1883.2 ,0.080 ,2552.1 ,0.080 ,1.4 ,0.182665727,1.1 ,0.080 ,711501,712028,W,
orf19.3367,,4,846.4 ,0.071 ,1074.6 ,0.071 ,1.3 ,0.057256638,1.0 ,0.071 ,712422,713297,W,
orf19.3368,,4,657.1 ,0.117 ,641.9 ,0.117 ,1.0 ,0.832279782,1.0 ,0.117 ,713682,713377,C,
orf19.3369,MOH1,4,2354.5 ,0.063 ,2127.7 ,0.063 ,0.9 ,0.953425035,1.0 ,0.063 ,717306,718097,W,
orf19.3370,DOT4,4,371.4 ,0.059 ,299.2 ,0.059 ,0.8 ,0.05973992,1.0 ,0.059 ,721235,719028,C,
orf19.3371,,4,746.6 ,0.059 ,868.2 ,0.059 ,1.2 ,0.086964412,1.0 ,0.059 ,723842,722013,C,
orf19.3373,,4,281.6 ,0.082 ,314.5 ,0.082 ,1.1 ,0.12561248,1.0 ,0.082 ,725966,724095,C,
orf19.3374,ECE1,4,49.2 ,0.167 ,22.6 ,0.167 ,1.0 ,0.272549571,1.1 ,0.167 ,727428,726613,C,
orf19.3375,,4,38.5 ,0.098 ,33.6 ,0.098 ,1.0 ,0.407241289,1.0 ,0.098 ,731213,730626,C,
orf19.3376,,4,34.2 ,0.084 ,11.2 ,0.084 ,1.0 ,0.743139116,1.0 ,0.084 ,733784,733260,C,
orf19.3378,,4,87.4 ,0.184 ,75.9 ,0.184 ,1.0 ,0.391625687,1.1 ,0.184 ,735490,734939,C,
orf19.3380,HWP2,4,50.4 ,0.123 ,55.2 ,0.123 ,1.0 ,0.580412495,1.1 ,0.123 ,741271,738545,C,
orf19.1327,RBT1,4,42.1 ,0.062 ,60.0 ,0.062 ,1.0 ,0.160120917,1.0 ,0.062 ,747433,745268,C,
orf19.1326,,4,221.2 ,0.051 ,256.9 ,0.051 ,1.2 ,0.05466477,1.0 ,0.051 ,750848,752818,W,
orf19.1325,ECM38,4,5536.7 ,0.095 ,2488.0 ,0.095 ,0.4 ,0.000524816,1.0 ,0.095 ,754731,752971,C,
orf19.1324,RAD2,4,689.3 ,0.071 ,518.6 ,0.071 ,0.8 ,0.036086411,1.0 ,0.071 ,755390,758362,W,
orf19.1323,,4,309.0 ,0.039 ,253.1 ,0.039 ,0.8 ,0.399199582,1.0 ,0.039 ,758543,760858,W,
orf19.1321,HWP1,4,851.5 ,0.050 ,1169.8 ,0.050 ,1.4 ,0.021968473,1.0 ,0.050 ,762939,764843,W,
orf19.1318,,4,285.3 ,0.044 ,275.6 ,0.044 ,1.0 ,0.352598271,1.0 ,0.044 ,765747,766820,W,
orf19.1317,OSH3,4,421.7 ,0.045 ,444.2 ,0.045 ,1.1 ,0.378902173,1.0 ,0.045 ,769486,766952,C,
orf19.1314,,4,6901.7 ,0.090 ,8752.9 ,0.090 ,1.3 ,0.976328316,1.1 ,0.090 ,772087,770678,C,
orf19.1313,CDR3,4,981.8 ,0.069 ,491.0 ,0.069 ,0.5 ,0.047167826,1.0 ,0.069 ,774255,773035,C,
orf19.1311,SPO75,4,227.4 ,0.101 ,236.3 ,0.101 ,1.0 ,0.928777411,1.0 ,0.101 ,782925,785510,W,
orf19.1310,,4,1.9 ,0.085 ,1.2 ,0.085 ,1.0 ,0.363217468,1.1 ,0.085 ,787132,785501,C,
orf19.1309,,4,141.5 ,0.028 ,269.5 ,0.028 ,1.9 ,0.249458535,1.0 ,0.028 ,787968,787555,C,
orf19.1308,,4,1053.7 ,0.067 ,926.0 ,0.067 ,0.9 ,0.188343407,1.0 ,0.067 ,788714,790459,W,
orf19.1307,,4,1201.8 ,0.105 ,913.7 ,0.105 ,0.8 ,0.487861665,1.1 ,0.105 ,792025,790523,C,
orf19.1306,,4,1536.2 ,0.051 ,2374.8 ,0.051 ,1.5 ,0.063621835,1.0 ,0.051 ,793544,792534,C,
orf19.1305,,4,272.0 ,0.044 ,222.2 ,0.044 ,0.8 ,0.271445069,1.0 ,0.044 ,795450,794101,C,
orf19.1304,,4,1383.2 ,0.054 ,1370.7 ,0.054 ,1.0 ,0.672894197,1.0 ,0.054 ,795663,796577,W,
orf19.1303,,4,281.7 ,0.059 ,312.1 ,0.059 ,1.1 ,0.732245886,1.0 ,0.059 ,797872,796688,C,
orf19.1302,,4,25.3 ,0.062 ,1.0 ,0.062 ,1.0 ,0.585607601,1.0 ,0.062 ,798828,799478,W,
orf19.1301,,4,3.7 ,0.073 ,7.5 ,0.073 ,1.0 ,0.23657136,1.0 ,0.073 ,800217,800711,W,
orf19.1300,,4,622.6 ,0.055 ,512.3 ,0.055 ,0.8 ,0.515565978,1.0 ,0.055 ,802162,800828,C,
orf19.1299,RPN6,4,370.8 ,0.053 ,655.5 ,0.053 ,1.8 ,0.003160262,1.0 ,0.053 ,802437,803744,W,
orf19.1298,NUP84,4,833.9 ,0.055 ,571.2 ,0.055 ,0.7 ,0.18049241,1.0 ,0.055 ,806316,803782,C,
orf19.1297,,4,57.1 ,0.086 ,224.1 ,0.086 ,3.9 ,0.995771639,1.1 ,0.086 ,807452,809647,W,
orf19.5037,,4,197.2 ,0.058 ,131.2 ,0.058 ,0.7 ,0.141616824,1.0 ,0.058 ,810963,809695,C,
orf19.5038,,4,2543.7 ,0.032 ,4169.5 ,0.032 ,1.6 ,0.459376555,1.0 ,0.032 ,812074,816396,W,
orf19.5039,,4,509.5 ,0.053 ,649.8 ,0.053 ,1.3 ,0.06609921,0.9 ,0.053 ,817412,816489,C,
orf19.5040,,4,252.6 ,0.033 ,249.8 ,0.033 ,1.0 ,0.368084007,1.0 ,0.033 ,818048,819826,W,
orf19.5041,,4,122.6 ,0.067 ,73.6 ,0.067 ,0.6 ,0.206413804,1.0 ,0.067 ,821011,819938,C,
orf19.5042,,4,0.0 ,0.059 ,0.0 ,0.059 ,1.0 ,NA,1.0 ,0.059 ,821859,821221,C,
orf19.5043,,4,23.2 ,0.056 ,27.9 ,0.056 ,1.0 ,0.829291004,1.0 ,0.056 ,822239,823705,W,
orf19.5045,,4,1008.1 ,0.061 ,602.0 ,0.061 ,0.6 ,0.858600448,1.0 ,0.061 ,826204,828471,W,
orf19.5046,RAM1,4,136.9 ,0.044 ,101.9 ,0.044 ,0.7 ,0.228636914,1.0 ,0.044 ,830511,828754,C,
orf19.1596,FGR28,4,74.7 ,0.041 ,133.6 ,0.041 ,1.8 ,0.022739112,1.0 ,0.041 ,832750,834546,W,
orf19.1595,,4,86.6 ,0.040 ,41.5 ,0.040 ,1.0 ,0.573833545,1.0 ,0.040 ,835182,836888,W,
orf19.789,PYC2,4,1606.4 ,0.076 ,1559.7 ,0.076 ,1.0 ,0.931553584,1.0 ,0.076 ,841339,837806,C,
orf19.787,,4,183.4 ,0.046 ,179.5 ,0.046 ,1.0 ,0.831392401,0.9 ,0.046 ,844921,844616,C,
orf19.1207,,4,0.0 ,0.086 ,0.0 ,0.086 ,1.0 ,NA,1.1 ,0.086 ,847295,847627,W,
orf19.1208,,4,278.5 ,0.044 ,173.3 ,0.044 ,0.6 ,0.727194779,1.0 ,0.044 ,850833,849772,C,
orf19.5312,,4,513.2 ,0.100 ,693.5 ,0.100 ,1.4 ,0.846735396,1.5 ,0.100 ,854134,855291,W,
orf19.5311,,4,183.7 ,0.122 ,249.6 ,0.122 ,1.4 ,0.176470906,1.6 ,0.122 ,858597,861125,W,
orf19.5308,,4,168.2 ,0.094 ,186.6 ,0.094 ,1.1 ,0.429971877,1.5 ,0.094 ,861810,861382,C,
orf19.5307,JEN2,4,7417.3 ,0.128 ,9602.6 ,0.128 ,1.3 ,0.171752449,1.6 ,0.128 ,864845,866386,W,
orf19.5306,,4,25.8 ,0.103 ,28.4 ,0.103 ,1.0 ,0.731889651,1.5 ,0.103 ,866890,867306,W,
orf19.5305,RHD3,4,5199.6 ,0.070 ,11930.1 ,0.070 ,2.3 ,0.00053314,1.5 ,0.070 ,868407,867793,C,
orf19.5304,,4,7.8 ,0.098 ,0.0 ,0.098 ,1.0 ,0.422649731,1.5 ,0.098 ,869238,869603,W,
orf19.5303,PGA30,4,5.0 ,0.079 ,0.0 ,0.079 ,1.0 ,0.363217468,1.5 ,0.079 ,872010,871177,C,
orf19.5302,PGA31,4,104.2 ,0.217 ,142.6 ,0.217 ,1.4 ,0.08093054,1.6 ,0.217 ,875200,874142,C,
orf19.5300,,4,237.1 ,0.062 ,514.1 ,0.062 ,2.2 ,0.001222324,1.4 ,0.062 ,878564,876819,C,
orf19.5299,ECM1,4,262.3 ,0.089 ,464.8 ,0.089 ,1.8 ,0.027629752,1.5 ,0.089 ,879516,878923,C,
orf19.5297,,4,76.3 ,0.059 ,175.0 ,0.059 ,2.3 ,0.141075003,1.4 ,0.059 ,882641,880749,C,
orf19.5296,,4,330.3 ,0.081 ,704.5 ,0.081 ,2.1 ,0.022015925,1.5 ,0.081 ,882980,883642,W,
orf19.5295,,4,697.6 ,0.067 ,1203.6 ,0.067 ,1.7 ,0.009961181,1.4 ,0.067 ,884228,885319,W,
orf19.5294,PDB1,4,5834.2 ,0.146 ,8166.1 ,0.146 ,1.4 ,0.037513109,1.5 ,0.146 ,886701,885562,C,
orf19.5293,,4,1160.6 ,0.160 ,2679.4 ,0.160 ,2.3 ,0.00184931,1.3 ,0.160 ,888375,889898,W,
orf19.5292,AXL2,4,144.3 ,0.060 ,150.8 ,0.060 ,1.0 ,0.747782413,1.4 ,0.060 ,893170,890369,C,
orf19.5291,,4,238.9 ,0.123 ,475.9 ,0.123 ,2.0 ,0.212167635,1.5 ,0.123 ,896739,895777,C,
orf19.5290,,4,2754.3 ,0.077 ,3119.3 ,0.077 ,1.1 ,0.648377891,1.4 ,0.077 ,898541,897198,C,
orf19.1430,,4,97.6 ,0.060 ,97.0 ,0.060 ,1.0 ,0.276430224,1.4 ,0.060 ,899744,897198,C,
orf19.1429,SOH1,4,242.6 ,0.116 ,298.4 ,0.116 ,1.2 ,0.776821481,1.5 ,0.116 ,901810,901370,C,
orf19.1428,,4,179.1 ,0.045 ,188.1 ,0.045 ,1.1 ,0.99221183,1.5 ,0.045 ,902219,902734,W,
orf19.1427,,4,518.2 ,0.090 ,426.5 ,0.090 ,0.8 ,0.174576926,1.5 ,0.090 ,903172,904668,W,
orf19.1426,,4,896.0 ,0.106 ,797.7 ,0.106 ,0.9 ,0.379919523,1.6 ,0.106 ,907123,904994,C,
orf19.1424,,4,426.1 ,0.159 ,562.0 ,0.159 ,1.3 ,0.013165362,1.5 ,0.159 ,908945,910660,W,
orf19.1422,FZO1,4,394.8 ,0.058 ,557.3 ,0.058 ,1.4 ,0.000318549,1.4 ,0.058 ,913422,910798,C,
orf19.1421,,4,83.1 ,0.118 ,219.4 ,0.118 ,2.6 ,0.017983419,1.5 ,0.118 ,913834,914475,W,
orf19.1420,,4,84.0 ,0.064 ,183.5 ,0.064 ,2.2 ,0.040225535,1.4 ,0.064 ,915330,914503,C,
orf19.1418,SEC15,4,818.2 ,0.070 ,900.6 ,0.070 ,1.1 ,0.289437184,1.4 ,0.070 ,915503,918181,W,
orf19.1417,,4,72.3 ,0.145 ,315.0 ,0.145 ,4.4 ,0.060734257,1.4 ,0.145 ,918582,918247,C,
orf19.1416,COX11,4,738.5 ,0.359 ,1203.0 ,0.359 ,1.6 ,0.012493905,1.6 ,0.359 ,918818,919639,W,
orf19.1415,FRE10,4,1659.6 ,0.104 ,2054.8 ,0.104 ,1.2 ,0.035659161,1.5 ,0.104 ,923142,925262,W,
orf19.1414,,4,4198.3 ,0.147 ,6412.4 ,0.147 ,1.5 ,0.017922818,1.6 ,0.147 ,926702,925797,C,
orf19.1413,YFH1,4,881.9 ,0.086 ,1435.9 ,0.086 ,1.6 ,0.045246748,1.4 ,0.086 ,927958,927425,C,
orf19.1412,,4,247.8 ,0.084 ,576.5 ,0.084 ,2.3 ,0.026397795,1.5 ,0.084 ,928190,928822,W,
orf19.1411,,4,64.5 ,0.149 ,91.8 ,0.149 ,1.0 ,0.275905553,1.5 ,0.149 ,929121,930923,W,
orf19.1409,VAC7,4,560.7 ,0.063 ,851.3 ,0.063 ,1.5 ,0.246514598,1.5 ,0.063 ,933438,931099,C,
