"","ORF","Gene","Ch","Mean","sd","Mean.1","sd.1","X3153A","p.paired","X3153A.1","sd.2","start","end","strand","X"
"2038","orf19.6079","","1",358.6,297.575394805612,408.1,271.960245278195,1.1,0.051463585,1.3,0.25,42606,43505,"W",NA
"2039","orf19.6078.1","RFC52","1",61,70.0440109277966,79,93.7616239459676,NA,0.237675621,1.2,0.286,43680,43483,"C",NA
"2040","orf19.6078","POL93","1",362.1,402.324439898782,508.3,672.90183675359,1.4,0.534806,1.3,0.332,43804,45765,"W",NA
"2041","orf19.6077","","1",2351.3,1922.10846149429,1486.6,1081.88276126038,0.6,0.080215276,1.1,0.066,46804,48360,"W",NA
"2042","orf19.6076","","1",127.4,60.8434345370967,220.5,54.0974049174253,1.7,0.10546622,1.1,0.121,48514,49299,"W",NA
"2043","orf19.6075","","1",2273.4,2088.82794988931,1978.3,1636.09276246209,0.9,0.807558996,1.1,0.099,49844,49296,"C",NA
"2044","orf19.6074","HBR1","1",515.6,421.68946253753,679.2,507.623016788653,1.3,0.294385453,1,0.051,49998,50744,"W",NA
"2045","orf19.6073","HMX1","1",744,305.372136313858,2143.7,999.501491159559,2.9,5.89e-05,1,0.114,51682,50807,"C",NA
"2046","orf19.6072","CDC13","1",185.6,120.201643394206,233.9,146.470605395082,1.3,0.630484682,1.1,0.138,53100,54443,"W",NA
"2047","orf19.6071","","1",717.4,719.012042169119,686.4,723.463123527281,1,0.742983666,1,0.054,57075,54838,"C",NA
"2048","orf19.6070","ENA2","1",1733,1697.73373386232,2204.3,2226.63683295589,1.3,0.576671386,1.1,0.111,59350,62553,"W",NA
"2049","orf19.6068","SVF1","1",2555.8,427.418414910948,3488.2,690.673994446925,1.4,0.025084731,1,0.127,63203,64351,"W",NA
"2050","orf19.6066","","1",436.4,392.655053371568,580.9,620.118569922318,1.3,0.995966806,1,0.044,66325,64697,"C",NA
"2051","orf19.6065","","1",988.9,583.386365492304,1674.7,1108.58834958170,1.7,0.00239996,1.1,0.111,67844,68815,"W",NA
"2052","orf19.6064","","1",1307.3,1189.98068052628,1167.1,1026.53775718624,0.9,0.755723302,1.1,0.091,69227,70903,"W",NA
"2053","orf19.6063","UBP6","1",3978.4,3102.70710086157,5908.6,4324.03851283391,1.5,0.051822422,1,0.079,71069,72582,"W",NA
"2054","orf19.6062.3","","1",1809.9,601.394068728843,1988.4,387.542824271756,1.1,0.358717337,1,0.052,73284,72742,"C",NA
"2055","orf19.6062","","1",1903.1,377.023596516349,2871.3,282.930955279344,1.5,0.100497073,1,0.088,73581,73901,"W",NA
"2056","orf19.6061","","1",1276,1075.40675252652,1558.3,1440.91812137839,1.2,0.067624349,1.1,0.082,75382,74057,"C",NA
"2057","orf19.6060","GCN20","1",166.4,145.650007072468,217,144.790099910183,1.3,0.158003347,1.1,0.077,77829,75574,"C",NA
"2058","orf19.6059","TTR1","1",14763.7,5562.90557787113,19901.3,4884.17413651683,1.3,0.22760684,1,0.146,78368,78009,"C",NA
"2059","orf19.6058","GLO1","1",2328.4,1782.12646382030,3948.3,3174.26734816749,1.7,0.001547001,1,0.124,79670,78642,"C",NA
"2060","orf19.6057","","1",701.7,365.761494200255,925.9,371.534186625064,1.3,0.034216604,1.1,0.126,80125,81054,"W",NA
"2061","orf19.6056","","1",200,15.649820160993,322.4,32.7990965449174,1.6,0.042531354,1.1,0.163,81234,81902,"W",NA
"2062","orf19.6055","","1",548.6,173.409531588317,448.1,76.852569791125,0.8,0.382113699,1.1,0.099,84559,82118,"C",NA
"2063","orf19.6054","","1",173,118.973537953344,158.2,39.9302524631927,0.9,0.540747177,1.1,0.124,87249,85081,"C",NA
"2064","orf19.6053","CIS2","1",493.9,204.433186660311,477.8,219.253068120734,1,0.915367397,1.1,0.162,87901,89811,"W",NA
"2065","orf19.6052","CNS1","1",292.2,94.7322191256661,283.8,85.4668730847388,1,0.847397589,1.1,0.098,90100,91272,"W",NA
"2066","orf19.6049","","1",453.1,546.292661378235,354.1,423.861839180324,0.8,0.354723391,1,0.039,93695,91311,"C",NA
"2067","orf19.6048","","1",554.3,162.048239889212,916.1,151.333635396308,1.7,0.035318268,1.1,0.092,93971,94900,"W",NA
"2068","orf19.6047","TUF1","1",3198.8,1404.84303063651,2863.2,1387.62013006952,0.9,0.194390636,1,0.098,95215,96495,"W",NA
"2069","orf19.6046","APC1","1",889.7,361.265565498325,699.2,166.262604801845,0.8,0.146507536,1,0.108,96817,101424,"W",NA
"2070","orf19.6045","","1",1532.6,462.475968902607,1841.7,347.487330751799,1.2,0.091928122,1.1,0.129,101752,103524,"W",NA
"2071","orf19.6044","MOB2","1",692.9,626.863482716775,709.5,519.338462682954,1,0.336336127,1.1,0.054,103869,104810,"W",NA
"2072","orf19.6043","","1",893,667.156101149499,836.2,654.520097600703,0.9,0.852131102,1.1,0.139,105180,106925,"W",NA
"2073","orf19.6041","RPO41","1",1482.4,647.248057510095,1468.9,852.288351851336,1,0.478406835,1,0.067,111028,107126,"C",NA
"2074","orf19.6040","SNF7","1",1349.3,1256.8344431025,1622.8,1623.47752851946,1.2,0.250461711,1,0.092,112252,111572,"C",NA
"2075","orf19.6039","","1",956,238.87190150104,1093.6,525.365170566196,1.1,0.68481057,1.1,0.033,113802,112789,"C",NA
"2076","orf19.6038","UGA32","1",202.5,107.653899964049,146.2,92.1447616185237,0.7,0.08146683,1,0.054,115879,114128,"C",NA
"2077","orf19.6037","ASM3","1",360.9,161.208031297369,308.9,94.7661015450223,0.9,0.869109481,1,0.076,117320,119443,"W",NA
"2078","orf19.6036","RIC1","1",205,114.812376662316,176.5,55.8051141952833,0.9,0.931135238,1,0.056,119768,122809,"W",NA
"2079","orf19.6035","","1",1931.6,926.653809542637,3134,1256.41741941115,1.6,0.001080737,1,0.071,123067,123432,"W",NA
"2080","orf19.6034","TUB2","1",3509.6,1185.51265309654,3605.9,1869.377574438,1,0.731188913,1,0.058,125597,123869,"C",NA
"2081","orf19.6033","CMP1","1",1168.5,479.414782730950,1072.7,471.189887170659,0.9,0.572188521,1.1,0.071,128619,126790,"C",NA
"2082","orf19.6032","SPE1","1",928.9,500.800862081316,1116.5,378.736881153808,1.2,0.196089348,1,0.044,130680,129259,"C",NA
"2083","orf19.6031","","1",663.6,183.756763834716,824.2,290.937880851994,1.2,0.095452547,1,0.092,133937,131412,"C",NA
"2084","orf19.6030","","1",379.4,31.64930389247,553.6,232.196075143187,1.5,0.313824358,1.1,0.162,134256,134915,"W",NA
"2085","orf19.6029","ROT1","1",953.4,803.751477736509,846.7,515.865956960988,0.9,0.618442937,1,0.067,136438,135656,"C",NA
"2086","orf19.6028","HGC1","1",4.2,5.47763101214186,6,12.0954655659948,NA,0.901107777,1,0.054,140936,138579,"C",NA
"2087","orf19.6027","","1",92.1,86.2437903135878,109.6,84.7014639863844,1.2,0.083032436,1,0.072,150614,151714,"W",NA
"2088","orf19.6026","ERG2","1",941.1,558.87118662903,808.4,593.106564386871,0.9,0.213668955,1,0.038,155291,154638,"C",NA
"2089","orf19.6025","","1",1041,596.740486786348,1159.5,362.274992134545,1.1,0.492056641,1,0.069,155448,156329,"W",NA
"2090","orf19.6024","","1",53.2,49.407027420341,58.7,36.8130581087421,NA,0.829838826,1,0.037,156648,157694,"W",NA
"2091","orf19.6023","","1",298.2,197.925647647133,250.5,153.854756583916,0.8,0.389591723,1,0.084,158729,160528,"W",NA
"2092","orf19.6022","","1",363.8,452.412688254066,182.7,253.417227055074,0.5,0.055289174,1,0.042,162676,160946,"C",NA
"2093","orf19.6021","IHD2","1",1143.9,644.278916441789,1384.9,802.685668775848,1.2,0.360888852,1,0.053,167084,167830,"W",NA
"2094","orf19.6020","","1",286.8,231.542217912606,461,323.440484242572,1.6,0.038044615,1,0.07,168540,169541,"W",NA
"2095","orf19.6018","LRO1","1",192.6,109.825826628980,120.5,77.9287678835788,0.6,0.044836776,1.1,0.053,170165,172261,"W",NA
"2096","orf19.6017","","1",351.6,154.208504878505,183.6,95.790131832014,0.5,0.00053756,1,0.051,174466,176091,"W",NA
"2097","orf19.6016","","1",1162.3,1157.49982234737,1204.7,1188.45708249729,1,0.881372192,1,0.08,176332,178482,"W",NA
"2098","orf19.6014","RRS1","1",394.7,157.163059060632,617.6,312.412861850413,1.6,0.030495512,1,0.021,178697,179314,"W",NA
"2099","orf19.6013","","1",162.4,190.737331274367,183.8,200.019312875642,1.1,0.144037978,1,0.052,180232,180836,"W",NA
"2100","orf19.6012","","1",836.3,563.243170718763,965.5,859.979546522515,1.2,0.871876441,1,0.053,181410,185246,"W",NA
"2101","orf19.6011","SIN3","1",507,267.09501386466,484.7,308.205212475349,1,0.441251288,1,0.063,190152,185514,"C",NA
"2102","orf19.6010.1","RPB11","1",813.1,429.352628644278,631.7,347.467984953551,0.8,0.077836331,1,0.022,190704,191162,"W",NA
"2103","orf19.6010","CDC5","1",337.8,211.957613435745,446.2,225.102412695756,1.3,0.166651151,1,0.054,193411,191450,"C",NA
"2104","orf19.6009","SET1","1",285.8,234.621316930373,214.1,168.856135415927,0.7,0.104390719,1.1,0.048,197804,194682,"C",NA
"2105","orf19.6008.3","","1",742.5,803.40896508344,443.6,495.170805638724,0.6,0.141482457,1.1,0.135,198227,198752,"W",NA
"2106","orf19.3288","NMA111","1",515.7,541.354575887918,644,682.302738093016,1.2,0.062123795,1.1,0.144,202255,199322,"C",NA
"2107","orf19.3289","","1",170.4,198.247512370353,152.9,177.372092769665,0.9,0.464380031,1.1,0.221,203629,202538,"C",NA
"2108","orf19.3290","","1",5425.9,2130.70379422226,5662.5,1516.35756451504,1,0.668811701,1,0.163,203952,204422,"W",NA
"2109","orf19.3291","HMT1","1",2588.5,1788.34413406511,2831.9,1385.27460753914,1.1,0.420987071,1,0.043,205272,206291,"W",NA
"2110","orf19.3292","","1",2602.4,1645.92306711032,2794.7,874.799423048493,1.1,0.800441514,1,0.053,206484,206927,"W",NA
"2111","orf19.3293","","1",4871.9,3270.87239297733,5712.4,4826.79886375583,1.2,0.88459794,1,0.056,207862,206924,"C",NA
"2112","orf19.3294","MBF1","1",3829,2508.65932575720,5425.1,3819.74019716328,1.4,0.286340683,1,0.063,208292,208747,"W",NA
"2113","orf19.3295","","1",290.3,242.386547073255,185.9,116.908434581504,0.6,0.551184063,1,0.055,210511,209087,"C",NA
"2114","orf19.3296","","1",290.8,169.977169607966,183.6,95.6760283658362,0.6,0.182322612,1.1,0.102,210881,212386,"W",NA
"2115","orf19.3297","","1",987.6,153.705545518917,1265.8,206.237175629030,1.3,0.139151127,1.1,0.061,212756,212448,"C",NA
"2116","orf19.3298","CCH1","1",163.1,187.870213001501,303.3,324.463372329513,1.9,0.006516512,1,0.035,213644,220408,"W",NA
"2117","orf19.3300","ZPR1","1",5431.7,4442.80847788633,4245.7,3218.04572035891,0.8,0.30873937,1,0.024,222077,220548,"C",NA
"2118","orf19.3301","","1",3410.2,1817.64323383393,2343.3,1053.75504216559,0.7,0.058530933,1,0.054,224676,226883,"W",NA
"2119","orf19.3302","","1",2706.9,3077.10181357461,3030,2953.13459903686,1.1,0.253704361,1,0.068,229788,227686,"C",NA
"2120","orf19.3303","","1",288,233.733162580952,305.6,252.701169512707,1.1,0.498399044,1,0.055,234943,232874,"C",NA
"2121","orf19.3304","","1",918.4,180.067318759809,1021.6,294.159409454672,1.1,0.063160149,1,0.063,235898,235086,"C",NA
"2122","orf19.3305","ZCF17","1",136.1,81.2682238655885,117.2,95.7770161177687,0.9,0.25399292,1,0.085,238310,236094,"C",NA
"2123","orf19.3306","","1",14.6,27.4551267626902,2,2.53621758390952,NA,0.451397423,1,0.105,240923,239100,"C",NA
"2124","orf19.3307","","1",738.3,123.370949482592,739.3,190.913631546907,1,0.928092211,1.1,0.062,242513,241122,"C",NA
"2125","orf19.3308","STB5","1",747.8,747.791185057877,816.8,800.416581002879,1.1,0.4165467,1,0.053,242750,244672,"W",NA
"2126","orf19.3309","","1",375.7,253.07659201228,701.9,361.397076717129,1.9,0.037820786,1,0.048,245215,246462,"W",NA
"2127","orf19.3310","","1",1384,1079.60405143569,1540.3,885.184907732892,1.1,0.058825855,1,0.054,247422,246670,"C",NA
"2128","orf19.3311","IFD3","1",453,287.085327016035,441.6,276.870215728964,1,0.869288928,1,0.061,248825,249874,"W",NA
"2129","orf19.3312","","1",1663.9,612.853882196297,1383.6,513.508591063972,0.8,0.167247779,1,0.052,250112,251986,"W",NA
"2130","orf19.3314","","1",101.9,20.4655514714918,132.1,47.6549406204387,1.3,0.519368245,1.1,0.064,252497,252045,"C",NA
"2131","orf19.3315","CTA9","1",2478.8,4161.42933201123,2394.1,3466.36058909880,1,0.921849939,1,0.038,253167,254450,"W",NA
"2132","orf19.3317","","1",0,0,50.5,66.8393120294199,NA,0.199855594,1,0.057,254974,254627,"C",NA
"2133","orf19.3318","","1",101.9,95.127906107166,102.8,95.1603718827057,1,0.811466046,1.1,0.119,257452,255179,"C",NA
"2134","orf19.3319","","1",2851.4,984.906408305314,2895.7,1008.38368950522,1,0.895812367,1,0.04,257930,258913,"W",NA
"2135","orf19.3320","","1",0,0,0,0,NA,NA,1,0.053,259001,259354,"W",NA
"2136","orf19.3321","","1",1483.1,1294.67385031329,1359,1361.30264697213,0.9,0.2596376,1,0.06,259656,261182,"W",NA
"2137","orf19.3322","DUT1","1",2341.3,210.964653040936,2993.4,1993.55280805750,1.3,0.989471213,1.1,0.063,261847,261368,"C",NA
"2138","orf19.3323","","1",726.6,502.886669441918,697.3,453.834752003521,1,0.772924016,1,0.052,263092,262226,"C",NA
"2139","orf19.3324","TIF","1",15061.5,2511.08413965986,21460.8,7600.31352900863,1.4,0.044938228,1,0.077,264681,263488,"C",NA
"2140","orf19.3325","","1",27089.2,8069.34828842619,23687.3,4138.5422346578,0.9,0.349333887,1.1,0.074,267474,265492,"C",NA
"2141","orf19.3325.3","RPS21B","1",1849.6,1741.39440379205,1893.4,1853.63944954984,1,0.466863377,1,0.066,270022,269382,"C",NA
"2142","orf19.3327","TRM2","1",734,211.892692606232,916.6,461.573294879704,1.2,0.415404432,1,0.056,271985,270330,"C",NA
"2143","orf19.3328","","1",506.6,217.312983893668,297.6,151.826995807976,0.6,0.115654801,1.1,0.075,274208,272385,"C",NA
"2144","orf19.3329","","1",2267.5,1301.05383495212,1892.4,1000.01048271152,0.8,0.382920055,1.1,0.081,276963,275488,"C",NA
"2145","orf19.3330","CRL1","1",985.1,198.000039160666,562.8,243.411010013153,0.6,0.026785055,1.1,0.088,279273,278233,"C",NA
"2146","orf19.3330.3","POX18","1",658.8,345.062182642586,657.9,291.907200870844,1,0.75431255,1,0.11,280830,280432,"C",NA
"2147","orf19.3331","ABC1","1",1954.3,766.87797030051,1457.5,805.712279072358,0.7,0.041097333,1.1,0.124,282448,284148,"W",NA
"2148","orf19.3332","","1",293.7,243.286538728731,311.2,304.729130966758,1.1,0.384565168,1.1,0.094,284652,287630,"W",NA
"2149","orf19.3333","","1",915,574.055090673555,992.6,634.68131452414,1.1,0.276878852,1.1,0.155,288046,289341,"W",NA
"2150","orf19.3334","RPS21","1",8595.1,2040.39445198020,10094.6,4039.94520351889,1.2,0.658645304,1,0.048,290461,289712,"C",NA
"2151","orf19.3335","","1",10988.3,2123.49261938280,14096.5,3774.33995950104,1.3,0.041871682,1,0.06,291860,292462,"W",NA
"2152","orf19.3336","","1",0,0,0,0,NA,NA,1.1,0.12,296059,296517,"W",NA
"2153","orf19.3337","","1",80.2,50.4451058300312,114.7,70.8068563122258,1.4,0.808899138,1,0.052,299627,300385,"W",NA
"2154","orf19.3338","","1",54,48.9150262044757,86,35.2052127708185,NA,0.109285793,1.1,0.082,300397,301779,"W",NA
"2155","orf19.3340","SOD2","1",7363.1,4188.75703806526,8813,4167.29722913908,1.2,0.15152226,0.9,0.061,306028,305324,"C",NA
"2156","orf19.3341","","1",6022.7,3055.013655966,5973.5,2133.52835437948,1,0.727323536,1,0.048,308501,306633,"C",NA
"2157","orf19.3342","","1",161.6,102.623921639361,231.9,186.139405237395,1.4,0.311773108,1,0.054,309137,310987,"W",NA
"2158","orf19.3344","VPS17","1",1563.7,1412.75059023506,1218.3,926.802900425635,0.8,0.843554113,1,0.072,311215,312774,"W",NA
"2159","orf19.3345","SIZ1","1",792.8,463.591119303381,587,430.519252033387,0.7,0.243778872,1.1,0.104,313177,317814,"W",NA
"2160","orf19.3347","RPB7","1",616.2,175.403376309941,690.5,259.779444337011,1.1,0.741804667,1,0.073,318487,317966,"C",NA
"2161","orf19.3348","","1",1344.7,514.118386648064,1831.5,742.282498175926,1.4,0.008891091,1,0.042,318944,319474,"W",NA
"2162","orf19.3349","","1",793.9,238.237857134262,829.8,209.269803063111,1,0.604903001,1,0.089,323385,319681,"C",NA
"2163","orf19.3350","MRP20","1",368.2,280.805057361536,394.5,309.838254614290,1.1,0.675252341,1,0.053,323666,324547,"W",NA
"2164","orf19.3351","","1",16.1,8.27952075563383,136.5,73.6609916680471,8.5,0.057616444,1,0.107,325957,324904,"C",NA
"2165","orf19.3352","","1",618.8,482.530605306829,593.6,313.093549865899,1,0.468890163,1,0.05,327443,326445,"C",NA
"2166","orf19.3353","","1",848.9,899.360081773583,1273.4,1126.18154624761,1.5,0.030362107,1,0.037,331372,332055,"W",NA
"2167","orf19.3354","","1",24587.3,23158.7664717639,19511.8,19405.4896646160,0.8,0.185256713,1,0.05,332739,334096,"W",NA
"2168","orf19.3355","ISN1","1",2106.8,591.080640297024,2495.8,1226.54294419701,1.2,0.496655534,1,0.04,334662,336044,"W",NA
"2169","orf19.3356","ESP1","1",432.9,160.84204328751,390.6,125.59821526428,0.9,0.469213296,1,0.051,341515,336719,"C",NA
"2170","orf19.3357","","1",357.8,175.734988423378,419.1,274.530799022551,1.2,0.986405478,1,0.076,342459,341947,"C",NA
"2171","orf19.3358","LSC1","1",4870.4,1557.68879847964,5763.8,2285.60712857429,1.2,0.365694412,1,0.092,343920,342949,"C",NA
"2172","orf19.3359","ARP8","1",378,346.397772428461,345.9,272.594582124882,0.9,0.655713027,1,0.042,345579,348779,"W",NA
"2173","orf19.3360","","1",867.3,486.912028725657,908.1,679.708641827257,1,0.764696029,1,0.047,351115,353118,"W",NA
"2174","orf19.4551","CTN1","1",1763.4,1336.06093857073,883.2,513.699017671262,0.5,0.027531261,1,0.036,357096,359483,"W",NA
"2175","orf19.4550","","1",370,351.441759448249,442.2,439.135117095105,1.2,0.52605174,1.1,0.074,361046,362947,"W",NA
"2176","orf19.4549","FGR38","1",276.6,106.435137262866,260.4,110.047819450574,0.9,0.454800355,1.1,0.099,364189,366324,"W",NA
"2177","orf19.4548","MAK32","1",262.9,104.403512292718,304,79.6453814534911,1.2,0.213972144,1,0.062,366747,367877,"W",NA
"2178","orf19.4546","HOL4","1",399.8,265.351539906387,600.8,451.683974441622,1.5,0.259894545,1.1,0.096,369824,367950,"C",NA
"2179","orf19.4545","SWI4","1",192.5,233.753313533722,97.3,140.548320023011,0.5,0.107688176,1.1,0.083,372242,375457,"W",NA
"2180","orf19.4544","","1",499.4,353.364333501648,536.4,395.956427154458,1.1,0.697645751,1,0.052,375852,376571,"W",NA
"2181","orf19.4543","UGA2","1",550.7,315.424999419192,745.2,300.84680653738,1.4,0.050147602,1.1,0.116,378191,376662,"C",NA
"2182","orf19.4542","","1",438,279.66861038391,445.8,217.968972858057,1,0.386130716,1,0.061,379667,378480,"C",NA
"2183","orf19.4540","UBC8","1",1961.9,991.510634182835,2542.8,1245.71643253750,1.3,0.200008949,1,0.037,380801,380229,"C",NA
"2184","orf19.4539","","1",739.6,149.672785822139,902.1,232.525821877687,1.2,0.291495119,1.1,0.138,382108,381554,"C",NA
"2185","orf19.4538","","1",1475.2,641.721193719025,2091.5,1107.14813983440,1.4,0.066524316,1.1,0.077,383606,382776,"C",NA
"2186","orf19.4537","","1",1044.3,615.884625011377,1240.1,828.101732397686,1.2,0.249654935,1,0.065,383769,384686,"W",NA
"2187","orf19.4536","CYS4","1",4785.9,3231.3240372102,5182.3,2908.18339124468,1.1,0.507354621,1,0.086,386296,384806,"C",NA
"2188","orf19.4535","PTR3","1",327.8,203.909296335245,288.2,166.75334371975,0.9,0.481570583,1.1,0.136,388940,386613,"C",NA
"2189","orf19.4534","","1",1844.4,1187.23648863725,1902.8,1235.78497182851,1,0.953738032,1.1,0.099,390816,389287,"C",NA
"2190","orf19.4533","","1",557.6,630.108045126317,767.5,820.20563254187,1.4,0.087394021,1,0.051,392780,391263,"C",NA
"2191","orf19.4532","","1",1381.2,635.602568920346,2229.8,1323.37405005185,1.6,0.007882412,1,0.056,393312,394376,"W",NA
"2192","orf19.4531","","1",555.4,477.550997456301,624.9,615.851318301805,1.1,0.346512206,1.1,0.091,395603,399427,"W",NA
"2193","orf19.4530.1","","1",995.4,492.80811667145,1893.9,764.073710266587,1.9,0.001732151,1.1,0.199,400609,401995,"W",NA
"2194","orf19.4529","","1",396.9,66.6743841050207,444.6,176.03490020278,1.1,0.753295865,1,0.051,402787,402281,"C",NA
"2195","orf19.4528","","1",1393.1,346.766458124874,2043.6,1267.42307588178,1.5,0.348123165,1,0.086,403707,403162,"C",NA
"2196","orf19.4527","HGT1","1",13425.8,5526.30174905235,15504.7,5357.10331551912,1.2,0.286463045,1.1,0.173,406691,408328,"W",NA
"2197","orf19.4526","HSP30","1",5888.7,3800.32937365799,5959.3,3907.22017952882,1,0.982776611,1,0.081,411358,412386,"W",NA
"2198","orf19.4525","","1",971.9,645.29770487433,1173.2,616.268938335832,1.2,0.126976586,1,0.052,412836,413840,"W",NA
"2199","orf19.4524","ZCF24","1",224.5,265.345704844274,163.2,181.672392849319,0.7,0.129000909,1,0.101,416295,414112,"C",NA
"2200","orf19.4523","","1",279.6,168.643652421361,413.5,261.622333638572,1.5,0.162179228,1.1,0.049,416475,417098,"W",NA
"2201","orf19.4522","","1",595.6,555.250575495213,868.8,812.775935420683,1.5,0.022782054,1.1,0.137,417544,417101,"C",NA
"2202","orf19.3661","","1",1420.1,1455.28908608474,1339,1230.89634814618,0.9,0.527347288,1,0.042,420516,418042,"C",NA
"2203","orf19.3663","PHO91","1",1571.4,913.506744630295,971.8,353.851066296253,0.6,0.05865572,1,0.088,423870,421288,"C",NA
"2204","orf19.3664","HSP31","1",275.7,365.436201531961,240.2,501.498828461694,0.9,0.411765763,1,0.059,427866,428861,"W",NA
"2205","orf19.3665","","1",704.7,234.038397714922,647.8,284.463485382558,0.9,0.419996176,1,0.065,429394,430533,"W",NA
"2206","orf19.3666","","1",110.4,92.8304769442396,134.4,63.7614039363534,1.2,0.227394893,1,0.081,432017,430530,"C",NA
"2207","orf19.3667","","1",61.5,50.6434110618283,49.3,51.8098783827529,NA,0.20136379,1,0.044,432248,433864,"W",NA
"2208","orf19.3668","HGT2","1",14181.7,7722.3568318808,16952,6493.0259097425,1.2,0.191563602,1.1,0.102,436072,434435,"C",NA
"2209","orf19.3669","SHA3","1",5948.3,3848.92643661984,7280.6,4298.56932001068,1.2,0.104063275,1.1,0.057,444259,442472,"C",NA
"2210","orf19.3670","GAL1","1",2007.7,2073.71135479426,2108.7,1916.16920025152,1.1,0.745629325,1,0.05,450824,449277,"C",NA
