"","ORF","Gene","Ch","Mean","sd","Mean.1","sd.1","X3153A","p.paired","X3153A.1","sd.2","start","end","strand","X"
"5294","orf19.4253","","5",230.9,95.298244048512,150.6,127.703727504441,0.7,0.188267426,0.6,0.033,538910,541255,"W",NA
"5295","orf19.4255","ECM331","5",7144.9,6915.86414043061,4167.5,3415.32842335040,0.6,0.014232905,0.6,0.028,542775,541534,"C",NA
"5296","orf19.4257","INT1","5",358.2,341.793429129243,120.1,92.6348533809207,0.3,0.049006789,0.6,0.056,547677,553247,"W",NA
"5297","orf19.4258","","5",1262.7,1279.09584921614,556.9,423.180002199322,0.4,0.325461568,0.6,0.055,553778,554758,"W",NA
"5298","orf19.4261","TIF5","5",1965.2,342.278463137499,1670.7,677.091014580926,0.9,0.092767245,0.6,0.019,556500,555238,"C",NA
"5299","orf19.4262","","5",401.1,270.064854627932,193.3,96.4625152322605,0.5,0.119807861,0.6,0.041,559089,557647,"C",NA
"5300","orf19.4263","","5",300.2,284.817172020677,209.1,219.622076377021,0.7,0.203989769,0.6,0.029,560499,559336,"C",NA
"5301","orf19.4264","","5",47.8,67.4955197670148,44.9,70.2400286746904,NA,0.362128993,0.6,0.031,562920,563825,"W",NA
"5302","orf19.4265","UAP1","5",929,529.304909080615,496.4,222.710001388145,0.5,0.073561078,0.6,0.037,565078,566538,"W",NA
"5303","orf19.4266","SPR28","5",105.3,114.113740843296,87.2,73.9622659061942,0.8,0.984765251,0.6,0.024,568047,566673,"C",NA
"5304","orf19.4268","UTP13","5",1547.6,564.887792301153,1070.8,766.081607952219,0.7,0.021614798,0.6,0.033,570509,568110,"C",NA
"5305","orf19.4269","","5",537.5,417.302219251492,418.1,304.713190371783,0.8,0.800997179,0.6,0.035,572472,570718,"C",NA
"5306","orf19.4270","","5",276.9,231.88465312457,210.3,161.441398927727,0.8,0.291113546,0.6,0.02,573196,575493,"W",NA
"5307","orf19.4273","","5",377.1,405.073889551492,359.8,430.871082882040,1,0.311059138,0.6,0.028,579346,576587,"C",NA
"5308","orf19.4274","PUT1","5",1889.6,2687.34389433789,806.6,907.565565763135,0.4,0.016982823,0.6,0.026,580957,582426,"W",NA
"5309","orf19.4275","RAD9","5",0.8,1.67094887667299,0,0,NA,0.363217468,0.6,0.027,586193,582669,"C",NA
"5310","orf19.4278","","5",736.3,252.418806092512,438.4,163.313634650068,0.6,0.026589364,0.6,0.048,588725,586716,"C",NA
"5311","orf19.4279","MNN1","5",3473.1,1093.02814408194,2528.3,391.432965523433,0.7,0.019343515,0.6,0.057,591842,589440,"C",NA
"5312","orf19.4280","","5",169.3,127.373118341508,79.6,118.470800917012,0.5,0.243668938,0.6,0.052,594542,595192,"W",NA
"5313","orf19.4281","IFH1","5",723.4,338.025587186162,347,320.572637833803,0.5,0.031735241,0.6,0.06,596396,595503,"C",NA
"5314","orf19.4282","","5",496.2,397.876427524591,272.1,231.865051961639,0.5,0.919293154,0.6,0.036,598160,597123,"C",NA
"5315","orf19.4283","","5",13383.3,18666.7234931973,9858.8,10675.2942875550,0.7,0.09691513,0.6,0.027,601853,600846,"C",NA
"5316","orf19.4284","BUR2","5",986.1,1018.11304542187,1158.3,1283.55785343861,1.2,0.436480895,0.7,0.019,602769,604349,"W",NA
"5317","orf19.4286","","5",222.8,198.153847762602,248.2,373.268974483827,1.1,0.202920795,0.7,0.051,604784,605758,"W",NA
"5318","orf19.4287","","5",370.1,262.526333699033,326.6,230.313320460719,0.9,0.907640537,0.6,0.036,606083,607180,"W",NA
"5319","orf19.4288","CTA7","5",620,422.147916374689,461.1,460.797316178771,0.7,0.751271731,0.6,0.037,607840,610344,"W",NA
"5320","orf19.4290","TRR1","5",1399.6,447.969647081835,1174.5,639.318750367201,0.8,0.273456468,0.6,0.043,611366,612328,"W",NA
"5321","orf19.4292","","5",403,273.923461442131,488.2,437.23752060022,1.2,0.976891944,0.6,0.039,612695,613525,"W",NA
"5322","orf19.4293","","5",1480.9,382.33044195908,1201.7,679.222853215636,0.8,0.136721034,0.6,0.041,614761,613610,"C",NA
"5323","orf19.4294","","5",355.6,313.304305532058,189.2,136.489433434032,0.5,0.058425322,0.6,0.029,614957,616624,"W",NA
"5324","orf19.4295","","5",273.2,187.442949397400,63.5,48.8166871866340,0.2,0.010072178,0.6,0.03,619739,616686,"C",NA
"5325","orf19.4297","CKB2","5",701.2,137.337889572330,373.8,201.413522363601,0.5,0.054277422,0.6,0.033,620248,621051,"W",NA
"5326","orf19.4299","MSW1","5",210.9,78.256981056022,143.7,58.0323537098236,0.7,0.141686078,0.6,0.055,621387,622586,"W",NA
"5327","orf19.4301","","5",479,225.386801071901,152.1,82.026088197628,0.3,0.008503702,0.5,0.036,623550,625994,"W",NA
"5328","orf19.4304","GAP1","5",202.6,142.023510188092,462.5,616.380403771677,2.3,0.39100299,0.6,0.053,627851,626103,"C",NA
"5329","orf19.4305","","5",52.5,43.5165616423353,36.5,71.5071480009555,NA,0.095885341,0.5,0.031,629119,628397,"C",NA
"5330","orf19.4305.1","","5",59.2,40.3436828468699,82.7,73.3202688467602,NA,0.385937678,0.6,0.086,629207,629716,"W",NA
"5331","orf19.4306","","5",633,272.994758940468,568,262.306179209763,0.9,0.551683983,0.6,0.026,630575,629763,"C",NA
"5332","orf19.4307","","5",396.7,574.332396274016,415.9,665.326500138979,1,0.700381216,0.5,0.018,630820,631698,"W",NA
"5333","orf19.4308","HSL1","5",826.1,556.222084974388,356.5,280.489119761809,0.4,0.006871872,0.6,0.058,636248,631860,"C",NA
"5334","orf19.4309","GRP2","5",1837,465.88325396732,1589.3,710.362994061506,0.9,0.283369713,0.6,0.006,640030,639005,"C",NA
"5335","orf19.4310","","5",0,0,0,0,NA,NA,0.5,0.023,641235,640753,"C",NA
"5336","orf19.4311","YNK1","5",10405.8,7572.41465030032,6391.1,4791.170148297,0.6,0.020226795,0.5,0.023,641794,642249,"W",NA
"5337","orf19.4312","","5",802.6,526.228780559005,404.6,203.150909676108,0.5,0.043489112,0.6,0.028,642679,644991,"W",NA
"5338","orf19.4315","","5",157.8,143.785942493333,153.6,88.3504858940184,1,0.362852954,0.6,0.024,647571,645289,"C",NA
"5339","orf19.4316","","5",483,267.017539706482,476.1,203.187096697846,1,0.695380861,0.6,0.027,648551,649741,"W",NA
"5340","orf19.4317","GRE3","5",977.3,417.610763039081,701.3,359.041891562938,0.7,0.011061235,0.6,0.044,650942,649827,"C",NA
"5341","orf19.4318","MIG1","5",1383.3,532.991536692669,863.3,321.027692614678,0.6,0.056097246,0.6,0.028,653658,651946,"C",NA
"5342","orf19.4320","","5",3.2,4.91768815194968,0.8,0.863302482372562,NA,0.422649731,0.7,0.058,654890,654510,"C",NA
"5343","orf19.4321","","5",16.8,28.4658739748305,19.2,17.0459045226972,NA,0.495453028,0.7,0.052,655423,654971,"C",NA
"5344","orf19.4322","DAP2","5",275.4,266.13528845108,111.8,132.936261179073,0.4,0.072618103,0.6,0.038,657008,659524,"W",NA
"5345","orf19.4323","","5",128.2,18.54476862388,118,91.8220403043771,0.9,0.632784891,0.6,0.06,660193,659690,"C",NA
"5346","orf19.4324","","5",59.7,57.2804199091465,3.9,6.20208097093678,0.1,0.215838661,0.6,0.036,660407,660961,"W",NA
"5347","orf19.4325","","5",1110.7,228.405060257250,870.9,314.667693515379,0.8,0.135830825,0.6,0.031,664494,661063,"C",NA
"5348","orf19.4326","","5",82.3,74.7642635636306,69.7,56.1426632732281,NA,0.793814491,0.6,0.032,664935,666956,"W",NA
"5349","orf19.4328","CCC2","5",998.6,638.600227125223,823.3,748.377246372693,0.8,0.086019849,0.6,0.03,668063,671677,"W",NA
"5350","orf19.4330","","5",53.6,52.0834717851807,19.9,25.3498024894023,NA,0.122683432,0.6,0.04,672470,674542,"W",NA
"5351","orf19.4332","","5",266.4,136.453628928988,184.9,96.728781062759,0.7,0.827622046,0.6,0.036,674361,675953,"W",NA
"5352","orf19.4334","PGA58","5",651.4,367.521019009332,541.6,301.293056896128,0.8,0.101367663,0.6,0.021,677230,676508,"C",NA
"5353","orf19.4335","TNA1","5",869.7,513.214943563437,431.6,246.015856813894,0.5,0.015299576,0.6,0.031,681090,679558,"C",NA
"5354","orf19.4336","RPS5","5",13464.3,6154.42904772518,9987.5,3097.09454131983,0.7,0.249620755,0.6,0.019,683005,683682,"W",NA
"5355","orf19.4337","","5",556.8,515.252240824262,238.9,247.056242199663,0.4,0.038177264,0.7,0.048,686079,684064,"C",NA
"5356","orf19.4339","VPS4","5",545.9,534.594562225399,622.8,742.431092504038,1.1,0.946941537,0.7,0.046,687547,688866,"W",NA
"5357","orf19.4340","","5",55.2,91.3043435754101,38.3,54.5403369954107,NA,0.53776434,0.5,0.025,690022,689024,"C",NA
"5358","orf19.4340.1","","5",138.2,86.6253904406866,84,38.9996344297695,0.6,0.486116639,0.6,0.027,691099,690642,"C",NA
"5359","orf19.4341","","5",1037.3,1121.40111195768,712.6,763.67751077208,0.7,0.055663388,0.6,0.031,691336,692784,"W",NA
"5360","orf19.4342","","5",633,586.94308207775,467.1,464.765766339309,0.7,0.07658993,0.6,0.028,697397,698467,"W",NA
"5361","orf19.4346","","5",360.7,129.777923172190,185,92.6417917663724,0.5,0.0409133,0.6,0.088,705913,699638,"C",NA
"5362","orf19.4347","","5",1078.7,433.985009427142,788.9,662.160222726487,0.7,0.21864897,0.6,0.06,709994,711913,"W",NA
"5363","orf19.4348","","5",277.3,230.136609723893,126.9,83.1218645704486,0.5,0.23591795,0.6,0.027,712948,716733,"W",NA
"5364","orf19.4349","","5",2094.8,975.76177154459,2046.9,1202.82602485272,1,0.374360824,0.5,0.025,719339,716895,"C",NA
"5365","orf19.2657","","5",295.2,228.374419201589,264.8,188.031293312707,0.9,0.301914322,1,0.114,728208,726085,"C",NA
"5366","orf19.2655","BUB3","5",1654,1879.66965042743,1949.3,2637.6837845516,1.2,0.955993389,0.6,0.039,731837,732958,"W",NA
"5367","orf19.2654","RMS1","5",244.5,201.597406235914,122.2,91.7744093643491,0.5,0.014307813,0.5,0.03,734722,736380,"W",NA
"5368","orf19.2653","","5",22.1,28.1846911949310,12.8,19.2545127600781,NA,0.232725283,0.6,0.037,740200,736919,"C",NA
"5369","orf19.2652","TEF4","5",6.2,9.33109475034927,21.9,37.6620243787682,NA,0.369977796,0.5,0.03,741779,742438,"W",NA
"5370","orf19.2651","CAM1-1","5",14275.4,14127.4566409730,17028.2,18361.7212695896,1.2,0.677912084,0.6,0.044,742856,744115,"W",NA
"5371","orf19.2650.1","","5",351.7,356.454476243382,308,377.083186813769,0.9,0.084252744,0.6,0.053,744620,744333,"C",NA
"5372","orf19.2650","","5",101.9,68.3030515653425,118.3,163.038251052384,1.2,0.543886603,0.7,0.029,747470,745173,"C",NA
"5373","orf19.2649","PCL1","5",890.4,357.464142109275,691.8,390.488399803697,0.8,0.050719003,0.6,0.028,750012,748891,"C",NA
"5374","orf19.2647","ZCF14","5",223.1,131.417783883226,112.2,132.243395749568,0.5,0.055498059,0.6,0.023,755770,754184,"C",NA
"5375","orf19.2646","ZCF13","5",545.3,447.795723585825,485.8,413.760796982177,0.9,0.25511488,0.7,0.073,759778,756050,"C",NA
"5376","orf19.2645","","5",92.2,71.816741505368,79.1,48.2571135418485,NA,0.964836766,0.6,0.04,760524,760844,"W",NA
"5377","orf19.2644","QCR2","5",11736.9,3082.50434311154,8785.8,4227.62025144237,0.7,0.069543415,0.6,0.029,762003,763127,"W",NA
"5378","orf19.2643","","5",3257.2,970.267012630625,2971.8,1041.74102744475,0.9,0.240586646,0.6,0.038,763528,764001,"W",NA
"5379","orf19.2642","","5",111.7,105.469204110983,58.7,80.3108562668935,0.5,0.08030015,0.6,0.026,764706,764191,"C",NA
"5380","orf19.2641","ARP1","5",287.3,210.876825874699,217.4,153.111830523731,0.8,0.349281536,0.6,0.027,764935,766179,"W",NA
"5381","orf19.2640","FUR1","5",1650.5,1152.94357076438,1619.7,1253.29128700293,1,0.452570899,0.6,0.053,766939,766283,"C",NA
"5382","orf19.2639.1","","5",624.1,557.832522776956,605.9,424.741652530372,1,0.335554705,0.6,0.051,767784,767257,"C",NA
"5383","orf19.2639","","5",664,656.987631218966,438.6,545.879622126944,0.7,0.050670908,0.6,0.056,768671,768150,"C",NA
"5384","orf19.2638","","5",19.8,26.0972923769977,31.3,36.9720123939808,NA,0.152686858,0.6,0.033,772041,772868,"W",NA
"5385","orf19.2637","","5",717.1,942.024745300606,661.6,1006.30452348594,0.9,0.645088344,0.6,0.026,778356,777343,"C",NA
"5386","orf19.6654","","5",1188.4,769.448200253248,932.5,696.266683471411,0.8,0.436008707,0.6,0.061,780239,778743,"C",NA
"5387","orf19.6656","DUR3","5",660.1,368.068700315867,559,284.199543397223,0.8,0.356727182,0.6,0.051,782254,780689,"C",NA
"5388","orf19.6659","GAP6","5",2758,2115.79006521235,4784.5,4229.17550918638,1.7,0.020543981,0.6,0.047,785599,787305,"W",NA
"5389","orf19.6660","","5",3523.3,860.154784815674,2041,861.000956514344,0.6,0.00980402,0.6,0.043,789259,787718,"C",NA
"5390","orf19.6662","","5",301.2,34.7522100861007,169.3,47.2947446421095,0.6,0.100152151,0.6,0.027,793045,792500,"C",NA
"5391","orf19.6663","RPS25B","5",18380.9,6933.14233238304,13079.7,4707.36258908522,0.7,0.012016113,0.6,0.063,793783,793466,"C",NA
"5392","orf19.6665","","5",3609.9,2223.59723428180,1933.9,1758.62240160468,0.5,0.011159855,0.6,0.05,794542,796920,"W",NA
"5393","orf19.6667","","5",1087.9,739.625338703392,1105,853.161505499847,1,0.645927604,0.6,0.07,797458,797964,"W",NA
"5394","orf19.6668","","5",178.6,225.056814776317,147.9,221.492330477756,0.8,0.187440652,0.6,0.082,798397,798906,"W",NA
"5395","orf19.6670","CAC2","5",401.8,174.544898348664,239.7,106.092445528835,0.6,0.085161795,0.6,0.031,800389,799007,"C",NA
"5396","orf19.6671","LAP4","5",658.7,378.962641380761,516.5,393.110735105253,0.8,0.304339644,0.6,0.074,801111,802847,"W",NA
"5397","orf19.6672","","5",5894.7,6147.02820658688,5455.2,6022.59590013313,0.9,0.195536386,0.6,0.038,803173,804639,"W",NA
"5398","orf19.6673","HEX1","5",452.4,340.065739511605,362.6,446.644552725872,0.8,0.29030156,0.6,0.047,805379,807067,"W",NA
"5399","orf19.6674","BTS1","5",259.9,164.476311296893,269.7,226.161445885049,1,0.835165647,0.6,0.067,807724,808722,"W",NA
"5400","orf19.6676","","5",3135.7,1786.77923003326,1995.8,747.563254088756,0.6,0.078947702,0.6,0.093,809408,810307,"W",NA
"5401","orf19.6678","","5",8.9,13.2846084523137,25.7,29.7178196958288,NA,0.248034386,0.6,0.077,811706,810585,"C",NA
"5402","orf19.6679","","5",245.4,114.728328796011,265.5,94.5906442040865,1.1,0.354361635,0.6,0.121,814416,813556,"C",NA
"5403","orf19.6680","FGR27","5",362.1,132.141268726538,250.6,193.504044893784,0.7,0.202918846,0.6,0.05,816610,818973,"W",NA
"5404","orf19.6681","","5",172.8,88.810050650174,151.4,77.0186093250305,0.9,0.563964248,0.6,0.069,819927,821171,"W",NA
"5405","orf19.1124","","5",1199,904.148928711836,1169.1,980.738385353176,1,0.662760789,0.6,0.056,823432,822548,"C",NA
"5406","orf19.1123","","5",30,42.8789355297465,94.4,38.1268349943080,NA,0.234717913,0.6,0.028,823867,823514,"C",NA
"5407","orf19.1122","","5",71.8,107.234919635865,43.8,51.6566470200366,NA,0.7814323,0.7,0.113,824264,825106,"W",NA
"5408","orf19.1121","","5",2290.8,1924.22661687652,2142.1,2211.04563509674,0.9,0.389950681,0.6,0.047,825621,826442,"W",NA
"5409","orf19.1120","FAV2","5",166.6,23.2976422982589,153.4,74.1933286096242,0.9,0.553387241,0.6,0.057,829537,829962,"W",NA
"5410","orf19.1119","MTR10","5",222.6,125.043435085616,173.4,49.7202474376912,0.8,0.51074277,0.6,0.019,833547,830668,"C",NA
"5411","orf19.1117","","5",677.7,503.959173167295,1058.7,1104.69132946794,1.6,0.28937022,0.7,0.06,835092,833953,"C",NA
"5412","orf19.1116","","5",484.4,158.252996240847,308,101.198178163913,0.6,0.350564237,0.7,0.076,836896,836270,"C",NA
"5413","orf19.1115","GUK1","5",820.9,513.125459181081,516,394.923002087443,0.6,0.050960633,0.5,0.029,837684,838256,"W",NA
"5414","orf19.1114","","5",1615.8,356.103746119201,1288.9,330.975262962738,0.8,0.493891546,0.5,0.047,838594,839178,"W",NA
"5415","orf19.1113","","5",425.7,435.010642096198,411,393.511591519108,1,0.555804498,0.6,0.03,840136,839369,"C",NA
"5416","orf19.1112","BUD7","5",288.6,180.795456634002,272.7,223.479388999388,0.9,0.680697425,0.6,0.028,842903,840609,"C",NA
"5417","orf19.1111","","5",580.3,202.520072145608,464.5,307.051738690577,0.8,0.167575805,0.6,0.033,843951,843253,"C",NA
"5418","orf19.1110","","5",1364.8,1504.44899339590,1136.3,1123.68917780527,0.8,0.575436888,0.6,0.035,844153,845136,"W",NA
"5419","orf19.1109","","5",510.5,29.8088590532718,413.9,41.1741542509516,0.8,0.139905891,0.6,0.035,845545,845937,"W",NA
"5420","orf19.1108","HAM1","5",2328.4,1086.91744343688,1819.6,888.790644202101,0.8,0.138518711,0.6,0.032,846299,846907,"W",NA
"5421","orf19.1107","","5",792,858.555990467691,1069.6,1363.82950232095,1.4,0.718257271,0.6,0.036,847685,847077,"C",NA
"5422","orf19.1106","","5",16.8,19.4190804048189,28.6,33.9320193155367,NA,0.286783784,0.6,0.042,850948,848594,"C",NA
"5423","orf19.1105.3","","5",28.9,47.6220875535754,35.1,44.4704142738267,NA,0.183287128,0.7,0.094,855730,855473,"C",NA
"5424","orf19.1105.2","PGA56","5",57181.2,NA,35599.4,NA,0.6,0.22017623,0.6,0.027,856605,856859,"W",NA
"5425","orf19.3220","","5",107.9,80.3986174014312,59.2,51.8805613237525,0.6,0.584586536,0.7,0.033,859146,858541,"C",NA
"5426","orf19.3219","","5",493.2,197.42306520302,303.6,204.716426393879,0.6,0.042622029,0.7,0.025,861382,859577,"C",NA
"5427","orf19.3218","","5",219.6,118.024350991457,120.9,107.807692384104,0.6,0.177719417,0.7,0.051,865191,863725,"C",NA
"5428","orf19.3216","","5",1180.2,1129.43183854600,550.4,481.309357177559,0.5,0.000163317,0.7,0.031,868715,871219,"W",NA
"5429","orf19.3215","","5",177.4,142.417023730696,253.8,121.357110877571,1.4,0.556256245,0.6,0.016,872183,872572,"W",NA
"5430","orf19.3214","","5",512,296.658588217041,631.2,281.42092813125,1.2,0.025016473,0.7,0.045,873713,875197,"W",NA
"5431","orf19.3213","","5",211.7,186.718054791158,220.5,162.27343338735,1,0.443416208,0.6,0.031,876524,879001,"W",NA
"5432","orf19.3212","MID1","5",707.3,240.69329987328,732.3,347.319486240099,1,0.986963689,0.6,0.048,879385,881061,"W",NA
"5433","orf19.3211","RCF3","5",1655.5,749.29883011461,868,400.096066925125,0.5,0.03607122,0.6,0.026,881301,882415,"W",NA
"5434","orf19.3210","","5",0,0,0,0,NA,NA,0.5,0.025,883072,882434,"C",NA
"5435","orf19.3209","FGR42","5",296.6,407.256223303006,242.5,324.486102705818,0.8,0.315417099,0.7,0.026,889682,889368,"C",NA
"5436","orf19.1287","","5",2746.6,1502.06437082233,1801.7,832.07401020743,0.7,0.055720474,0.6,0.049,891567,892709,"W",NA
"5437","orf19.1286","","5",0,0,1.2,1.46206277600523,NA,0.422649731,0.6,0.036,896840,896484,"C",NA
"5438","orf19.1285","","5",804.8,741.175997497716,574.3,596.462918935203,0.7,0.014957017,0.6,0.037,899327,902122,"W",NA
"5439","orf19.1283","MEC1","5",536.9,162.775158628737,325.5,112.171224922737,0.6,0.004868692,0.6,0.042,909145,902168,"C",NA
"5440","orf19.1282","CKS1","5",396,92.946895189638,300.7,174.220198508027,0.8,0.179505919,0.6,0.032,909921,909613,"C",NA
"5441","orf19.1281","","5",717.6,594.098098376523,590.9,568.67122506768,0.8,0.075494366,0.6,0.045,911547,910882,"C",NA
"5442","orf19.1280","SUI1","5",8218.4,7057.9305828265,8329.9,9473.60979407507,1,0.264651305,0.6,0.036,912410,912081,"C",NA
"5443","orf19.1279","CDS1","5",2739.2,1751.11579284068,1977.5,1678.00763533878,0.7,0.048488029,0.6,0.024,913853,915208,"W",NA
"5444","orf19.3893","SCW11","5",2039.9,1451.22944431330,987.1,985.408978249802,0.5,0.024749815,0.6,0.097,916885,918405,"W",NA
"5445","orf19.3894","","5",355.2,149.226809596393,379.5,347.751973010138,1.1,0.625912421,0.6,0.031,919520,918498,"C",NA
"5446","orf19.3895","CHT2","5",3472.1,1974.84135906785,709.2,351.019021923382,0.2,0.006578125,0.6,0.081,921556,919805,"C",NA
"5447","orf19.3897","","5",59.1,64.372156219827,72,80.5159841572979,NA,0.908337248,0.6,0.048,924687,925949,"W",NA
"5448","orf19.3898","","5",55.4,63.3590461903313,81.1,109.763554725202,NA,0.373848495,0.7,0.036,927296,926613,"C",NA
"5449","orf19.3899","SDC1","5",155.2,91.9141709777071,113.6,34.1311150036916,0.7,0.766676514,0.6,0.098,927539,927925,"W",NA
"5450","orf19.3900","","5",707.4,346.144318471462,490.8,189.803208923226,0.7,0.208512977,0.7,0.061,928268,929875,"W",NA
"5451","orf19.3901","","5",1556.8,1389.29034027097,1294.6,1142.49286517547,0.8,0.191993927,0.6,0.076,930439,931956,"W",NA
"5452","orf19.3902","","5",61.4,51.4922127228385,34.7,27.9093160442776,NA,0.067496167,0.6,0.033,933782,934528,"W",NA
"5453","orf19.3903","","5",153.6,129.890724671886,117.2,95.8839895960103,0.8,0.8228106,0.6,0.053,936301,936888,"W",NA
"5454","orf19.3904","","5",8.4,19.9166850450120,2.5,5.67890864128837,NA,0.398381,0.6,0.027,938012,937242,"C",NA
"5455","orf19.3905","","5",58.1,50.386971957646,53,29.2414858290307,NA,0.589605697,0.5,0.039,939322,939963,"W",NA
"5456","orf19.3906","","5",328.2,76.7885939596067,267.7,33.1709148460683,0.8,0.324840695,0.6,0.052,940701,941291,"W",NA
"5457","orf19.3907","","5",0,0,0,0,NA,NA,0.6,0.023,942666,942355,"C",NA
"5458","orf19.3908","","5",952.9,340.728146579006,997.1,405.419755140861,1,0.834538674,0.5,0.036,943043,943657,"W",NA
"5459","orf19.3910","","5",229.7,143.318201648585,170.4,151.172850557348,0.7,0.13220744,0.7,0.066,944280,945521,"W",NA
"5460","orf19.3911","SAH1","5",11997.2,1798.52724471121,8046.1,2708.43438815069,0.7,0.034008906,0.6,0.04,947362,946010,"C",NA
"5461","orf19.3912","GLN3","5",881.7,300.044988646357,478.9,159.973173932438,0.5,0.060108731,0.6,0.051,949897,947849,"C",NA
"5462","orf19.3914","","5",1402.6,726.268969912235,975.8,741.221543795736,0.7,0.290557112,0.6,0.033,953387,952095,"C",NA
"5463","orf19.3915","","5",4616.1,2767.10643314923,3191,1293.54594070120,0.7,0.309537342,0.6,0.049,955478,954174,"C",NA
"5464","orf19.3916","","5",610.9,568.016140955905,619.7,485.523332072544,1,0.749777312,0.6,0.026,956373,957956,"W",NA
"5465","orf19.3919","","5",667.1,359.830519314607,509.1,274.548170511512,0.8,0.368372982,0.6,0.043,960282,958171,"C",NA
"5466","orf19.3920","","5",449,128.832203653219,362.1,92.0473367954071,0.8,0.174658232,0.6,0.033,961504,962403,"W",NA
"5467","orf19.3921","","5",549.9,111.092040287438,496.2,67.1461413440173,0.9,0.414794422,0.6,0.084,963291,962440,"C",NA
"5468","orf19.3922","","5",1457.5,1218.97245058912,1562,2074.05600552174,1.1,0.174022237,0.6,0.042,964315,963452,"C",NA
"5469","orf19.3923","PGA37","5",939.3,1186.62771396494,2227.8,3009.54602640013,2.4,0.082292826,0.6,0.05,965828,965202,"C",NA
"5470","orf19.3924","","5",1.7,3.65363621285141,0,0,NA,0.363217468,0.6,0.04,968075,966936,"C",NA
"5471","orf19.3925","","5",0,0,0,0,NA,NA,0.6,0.035,970682,970227,"C",NA
"5472","orf19.3926","","5",267.4,254.044017824958,233.8,149.205000870682,0.9,0.778639884,0.6,0.029,971643,972842,"W",NA
"5473","orf19.3928","","5",305,148.778227539573,241.9,150.174512481386,0.8,0.359670567,0.6,0.044,974251,973109,"C",NA
"5474","orf19.3929","","5",491.1,433.790738034332,501.3,548.747754340736,1,0.500222293,0.6,0.043,974703,975740,"W",NA
"5475","orf19.3930","YUH2","5",706.7,241.516882233889,655.8,302.850604940278,0.9,0.626240251,0.6,0.026,976772,975762,"C",NA
"5476","orf19.3931","SFC1","5",793.6,674.779271561812,579.9,524.797453741245,0.7,0.153278755,0.7,0.072,977986,977075,"C",NA
"5477","orf19.3932","","5",3466.4,1232.78933651759,4906.5,3585.98267236537,1.4,0.109084956,0.6,0.064,980773,979946,"C",NA
"5478","orf19.3934","CAR1","5",1091.6,450.909225992684,1950.5,2020.60038919170,1.8,0.509208149,0.6,0.038,982845,981892,"C",NA
"5479","orf19.3935","","5",286.8,174.191151443005,331.6,192.475273178216,1.2,0.608605666,0.7,0.081,983153,983455,"W",NA
"5480","orf19.3936","","5",2458.1,2277.7641253265,2051.2,2644.58858720631,0.8,0.055366508,0.6,0.041,984182,987670,"W",NA
"5481","orf19.3937","","5",177.6,201.828662882874,80.2,91.946390409976,0.5,0.06477808,0.5,0.035,987898,989079,"W",NA
"5482","orf19.3938","","5",636.6,470.536030809059,359.1,336.269054712009,0.6,0.096480572,0.6,0.054,989309,990097,"W",NA
"5483","orf19.3940","","5",67.8,45.9483647718136,36.9,61.0299584670485,NA,0.122887634,0.5,0.023,991075,990173,"C",NA
"5484","orf19.3939","","5",154.3,165.59610510959,220.7,304.53429632729,1.4,0.711136284,0.6,0.05,991305,992213,"W",NA
"5485","orf19.3941","URA7","5",2499.1,703.001749265793,1585.8,424.873723347705,0.6,0.015161231,0.6,0.024,995477,993756,"C",NA
"5486","orf19.3942","","5",43742.3,22469.3739824141,26878.7,19734.0817448058,0.6,0.020477215,0.7,0.078,996764,996174,"C",NA
"5487","orf19.3942.1","RPL43A","5",27.4,49.8446671066223,11.6,22.1698042560401,NA,0.784885359,0.7,0.046,997796,997147,"C",NA
"5488","orf19.3944","GRR1","5",1103.9,464.014637552247,648.6,355.885388819464,0.6,0.171601116,0.6,0.041,1000623,998281,"C",NA
"5489","orf19.3945","","5",601.5,388.876935407664,506.6,534.690959977184,0.8,0.108649886,0.6,0.049,1002133,1003563,"W",NA
"5490","orf19.3946","","5",374.7,369.122241359903,242.4,235.86418977557,0.6,0.791605866,0.6,0.065,1004587,1003703,"C",NA
"5491","orf19.3947","","5",1023.2,595.781481722489,873.6,730.96358796073,0.9,0.202438601,0.5,0.029,1004931,1005269,"W",NA
"5492","orf19.3949","","5",761.7,309.954779850649,340.6,95.712849246397,0.4,0.045963768,0.6,0.059,1009339,1005395,"C",NA
"5493","orf19.3950","MSM1","5",4759.1,6373.59980199326,3584.3,3624.63977323488,0.8,0.465666774,0.6,0.063,1011998,1010265,"C",NA
"5494","orf19.3951","TIP1","5",772.9,281.424699409597,603.3,356.437494775744,0.8,0.188502276,0.6,0.04,1012945,1012190,"C",NA
"5495","orf19.3952","","5",402,115.488190047542,357,232.836156272459,0.9,0.51903821,0.6,0.029,1013452,1015059,"W",NA
"5496","orf19.3954","","5",589.3,530.859825994601,223.6,171.927145588016,0.4,0.001454082,0.6,0.043,1015820,1019032,"W",NA
"5497","orf19.3955","MES1","5",1167.5,693.42963072809,849.7,469.574411097004,0.7,0.080376559,0.6,0.042,1022448,1020202,"C",NA
"5498","orf19.3956","","5",220.9,142.052248389944,162.2,132.883500588988,0.7,0.998185552,0.6,0.024,1022725,1024077,"W",NA
